,p-value,cliff
GodClass,3.125339700770117e-11,-0.32598714416896235
DataClass,3.5109135187677087e-13,-0.2838485868788899
LongMethod,2.935273902511636e-08,-0.19895928986838077
FeatureEnvy,1.0422358648841771e-07,-0.2321191715131109
