,p-value,cliff
GodClass,0.00017614075047665888,-0.23160901948780738
DataClass,0.25002534242514507,-0.0793796551372309
LongMethod,8.54592196209202e-09,-0.42363024181206
FeatureEnvy,1.015401471031297e-06,-0.3485358636873788
