,p-value,cliff
GodClass,5.294098091897021e-10,0.2874196510560147
DataClass,1.3474693502004832e-10,0.24048566472808897
LongMethod,2.0038192866575625e-07,0.2207937965513723
FeatureEnvy,3.325321869794781e-07,0.22375267829813283
