,p-value,cliff
GodClass,4.911653221873359e-07,-0.2770125497398225
DataClass,0.05874255480770845,-0.07376798285889195
LongMethod,3.9922762015369616e-05,0.19446995204570963
FeatureEnvy,0.41236549061372174,-0.001020304050607081
