,p-value,cliff
GodClass,6.617964837110833e-05,-0.22283440465258647
DataClass,0.23531714178212781,-0.07489031731455974
LongMethod,4.221268341658577e-09,-0.4209774512804816
FeatureEnvy,3.0564379964647312e-06,-0.3468013468013468
